sqft,floors,bedrooms,bathrooms,price
8393,1,4,2.25,890000
9725,2,4,2.5,565000
1339,2,2,2,448175
4800,2,0,0,235000
6500,2,5,3,680000
12367,2,3,1.75,629000
1486,2.5,3,3.5,494000
5500,2,4,3,1.10E+06
9460,1,5,2.5,450000
11050,1,3,1.75,330000
11397,2,4,2.5,960000
7056,2,4,2.5,360000
11672,2,3,2.5,378000
6250,1,3,1.75,499950
12866,2,3,2.5,450000
5969,1,2,2,523500
43995,2,3,2.5,600000
4828,2,3,2.5,290000
5434,2,3,3.25,176000
3750,1.5,3,2,885000
3000,1.5,2,1.75,483000
7125,1,3,1,240000
5200,1,4,2.25,720000
5822,2,4,2.5,311000
7995,1,3,2,332500
15330,1,3,1.75,164950
15330,1,3,1.75,371000
16200,1,3,1.75,264500
6513,2,4,2.25,1.74E+06
4280,1,2,1,503000
5010,2,4,2.5,738000
3350,1,2,1,393000
45528,1,2,1,280000
9647,1,4,2.5,260000
4640,1,2,1,505000
8000,1,3,1.5,241000
9605,1,3,1.75,530000
4000,1.5,1,1,713000
10125,2,3,1.75,487000
5393,1,2,1,128000
10178,1,3,1,210500
7210,1,3,2.5,420000
4320,2,3,2.5,679000
4227,3,4,2.75,784950
6366,2,4,2.5,352000
1318,2,3,1.5,386000
17000,1,3,1.75,335000
15500,1,3,2,472500
13292,1,5,2.25,599950
6765,2,4,3.25,963990
3600,2,3,2,735000
9751,2,3,4.25,858450
4000,2,5,2.75,665000
7414,2,3,2.5,290000
4320,1,2,1,250000
7205,1,3,1.75,192500
13400,1,4,2,350000
9910,2,4,2.5,518000
3376,1.5,4,1,563000
9566,2,4,3,375000
1319,3,3,2.5,400000
16000,1,5,1.75,240000
5120,1,2,1,317500
36342,2,5,4,1.32E+06
239144,1,3,1,234000
13750,2,3,2.5,645000
4840,1,2,1,649000
3980,2,4,2.5,605000
1471,3,3,3.5,337900
3600,2,3,2.75,535000
5684,1,4,1,325000
10875,1,4,2.25,429950
32807,2,3,2.5,775000
6000,1,2,1,650000
13114,2,4,2.25,1.20E+06
10404,1,2,1,275000
16970,2,4,3.5,575000
16455,1,3,2.5,540000
4206,1,3,1.75,640000
9125,1,3,1.5,275000
10533,2,4,2.5,672800
9144,1,4,2.25,495000
35108,1.5,3,2.5,820000
11443,1,4,2.75,475000
7861,1,4,2,1.28E+06
9375,1,3,1,380000
8225,1,3,2,397500
8560,1,5,2.5,352000
8600,1,6,2.5,893880
34200,2,5,3.25,635000
8165,2,3,2.25,420000
2500,1,3,2,503000
10143,1,2,1.75,689000
3840,1.5,4,2.75,749500
49542,2,6,3.75,1.15E+06
12831,2,4,2.5,563500
9664,2,4,3,480000
8800,1,4,3,374950
6250,2,3,2.5,308950
16934,1,4,2.75,445000
9000,1,3,1.5,237200
7270,1.5,3,1.75,453500
4549,1,3,2,616500
32909,2,5,5,1.25E+06
5150,1,1,1,396000
8179,1,3,1,210000
5175,1,2,1.75,539000
18600,2,3,2.5,605000
4800,2,3,2,437500
15000,1,3,1.5,215000
4780,2,4,2.5,440000
22500,1,3,1,525000
20383,1,3,1.5,319900
9075,1,3,1,335000
35273,2,3,2.25,485000
7700,2,4,2.25,359999
19783,1,5,2.75,799000
10454,1,3,2.25,280000
3433,1.5,4,2.75,1.05E+06
4800,2,1,2,290000
2748,2,2,2.25,235000
3000,1,3,1.75,495000
7488,2,3,2.25,290000
9516,1,4,1.5,230000
8475,1,3,1.75,234000
4500,2,4,2.5,597400
17600,1,4,2.5,370000
10452,2,4,2.5,755000
5715,2,3,2.5,342000
3325,1,2,1,497000
30166,1,3,1,835000
4500,2,4,2.75,730000
5250,1,3,1,655000
3118,2,3,2.5,205000
4800,1.5,4,2,632750
7715,1,5,3,330000
8250,2,5,2.25,527500
6465,2,4,2.5,716500
5395,2,4,2.5,388500
7770,1,3,1.75,530000
4517,2,3,2.5,419000
7360,1,3,1.75,385000
5669,2,4,2.5,655000
10900,2,4,2.75,1.70E+06
47044,1,2,1,279000
9579,1,3,1.5,262000
4750,1.5,4,1,533000
8100,1,3,1.75,640000
35127,2,3,2.25,285000
10300,1,4,2.5,458400
10587,1,5,3.25,620000
11358,1,3,1.5,465000
7054,2,4,3.75,690000
51400,1,3,2.25,462500
10221,2,4,2.5,369950
6480,1,2,1,124500
10920,1,4,2.25,950000
10580,1,4,1.5,418000
8000,1,3,1,160000
10800,1,4,2.5,457000
7680,1,2,1.75,530000
7300,1,3,1,385000
7800,1,3,1.75,491000
8034,1,4,2.25,521000
8528,1,3,1,255000
7199,1,5,3,292050
7200,1,6,3,326000
5120,1,2,1,300000
7480,1,3,1.75,291600
12551,1,5,1.5,435000
1311,3,3,2.5,465000
7420,1.5,3,2.25,200000
6132,1,3,1.5,238000
7000,1,4,2.5,455000
7220,2,6,3,230000
4104,2,4,2.25,808000
5700,1.5,3,1,578500
868,3,3,2,390000
3933,2,3,2.5,517500
4000,1.5,4,2.75,755000
4120,1,3,1.75,579500
1350,3,3,2.75,649950
6120,1,4,1.75,228000
3680,1.5,4,1.75,665000
6069,2,4,2.5,689000
11240,1,4,2.5,560000
6420,1,3,1,529000
14858,1,5,2.5,375000
9240,1,4,2.75,325000
10519,2,4,2.5,583000
9784,1,2,1,330000
8727,2,3,2.5,262000
6776,2,4,2.5,555000
6000,1,2,1,585000
3088,2,3,2.75,425590
4840,1,2,1,235000
4000,1,2,1,362362
7500,1,3,2,252000
9551,2,4,2.5,439000
10810,2,4,2.25,465000
7854,1.5,4,2,249900
5000,1,2,2.5,665000
8774,1,3,1.75,370000
3000,1.5,2,1,620000
7671,1,3,1,375000
9390,1,4,2,552625
10500,1,3,1,315500
8187,1,2,1.75,620000
9075,1,4,2.5,510000
38677,2,4,2.5,652500
22795,2,4,2.5,574000
12806,2,3,2.5,430000
7236,1,3,2,390000
3840,1,3,1,466500
2436,2,2,2.25,315000
9600,1,4,1.5,220000
17286,1,3,1.75,325000
8443,1,3,1,365000
12384,2,3,3.5,356000
12518,1,4,1.75,380000
8764,2,4,2.25,579000
5000,1,2,1,682000
12325,1,3,1.75,499000
5880,1,3,1,333760
18903,2,4,2.5,745000
10870,1,3,1.75,380000
1350,3.5,3,3,435000
3264,1,3,2.75,520000
41206,2,4,2.5,965000
16728,1,3,2.25,270000
4643,1.5,5,2.75,1.10E+06
13286,1,3,1.75,577500
5000,1,3,1.75,650000
10319,2,4,2.5,1.23E+06
16471,2,5,4.25,1.90E+06
3720,1.5,2,2,475000
10132,1,3,1,200000
11717,2,4,2.5,397000
8450,1,3,2,383610
5742,2,4,2.5,275000
11177,2,3,2,840000
7350,2,4,2.5,365000
955,2,3,2.75,362000
6258,1,3,1.75,350000
13052,1.5,2,1.75,200000
8100,1,4,2.5,299000
82764,1,4,1.5,555000
8330,1,3,2.25,1.33E+06
16100,1,5,2.75,896000
7290,1,2,1.75,550000
6617,1,2,1,324500
7350,1,3,1,312500
17786,2,4,3.25,485000
5413,1,2,1,511000
1561,2,2,1.5,139500
7203,2,4,2.5,464000
8800,1,3,1.75,255000
4644,2,4,2.5,679975
14274,1,3,2,624800
223027,2,3,2.75,920000
6000,1.5,3,2.5,1.37E+06
10275,1,3,1.5,510000
7200,2,4,2.25,289659
6250,2,4,2.5,585000
6930,2,5,3,555000
24897,2,4,2.75,940000
7350,1,3,2,460000
7434,2,3,2.5,319000
1916,2,3,2.5,280000
7470,1,3,1,250000
8312,2,4,2.5,749950
23265,1,5,2.5,458000
4808,2,3,2.5,465000
2797,1,3,1.75,580000
36562,2,4,2.5,700000
7206,2,4,2.5,350000
7689,1,4,1,456000
18958,1.5,3,2,290000
16288,1,4,2.75,475000
3629,2,3,2.5,285000
6400,1,3,1,309000
32417,2,4,2,860000
6500,1,3,2.25,219000
7199,2,3,2.5,546500
5566,1,2,1,338000
8130,1,2,1,505000
15084,1,4,1.75,340000
10675,2,3,2.25,678000
10292,1,3,1.75,800000
3230,1,1,1,112000
16819,1.5,3,1.75,252000
7210,1,4,2.75,335000
13418,1,3,2,610000
6790,1,3,2,245000
16026,1,3,1.75,493500
8505,2,4,2.25,596500
4072,1.5,3,2,245000
7200,1,3,1.75,333500
8974,1,3,1,373000
5639,2,4,2.5,759900
1204,3,3,2.25,317000
4080,1.5,3,1.5,670000
26761,2,2,2.5,985000
6954,1,3,1.5,310000
13122,2,4,2.5,750000
3440,2,3,2,408000
8225,2,5,3.75,900000
15054,1,4,2.25,460000
6000,1,4,2.5,339000
6000,1,3,2,660000
10783,2,4,3,449950
6000,1,3,1,235000
13138,1,5,2.25,769000
3900,1,2,2,428000
7340,2,3,2.25,445000
6958,1,4,2.5,462000
6198,1.5,3,1,775000
10108,1,4,1.75,605000
15996,1,2,1,193500
8060,2,4,2.5,389950
6098,2,4,3.5,790000
5000,1,2,1,442000
13500,2,4,2.25,890000
6978,1,3,1,235000
6720,1,4,1.75,495000
50965,2,4,2.5,600000
5500,1.5,3,2,1.40E+06
8400,1,3,2,251000
57063,2,4,2.25,471000
41338,2,4,2.5,597000
9305,2,5,3.5,804000
17493,1,3,1.75,357000
1689,2,3,2.5,419990
35201,2,4,2.5,725000
5733,2,3,2.5,275000
13630,1,3,2.25,445000
27566,2,3,2.5,510000
13372,1,4,1,330000
5605,1,3,1,270000
4770,1,4,2,495000
10300,2,4,1.75,225000
5400,1,3,1.5,716528
6095,2,3,2.5,260000
9928,2,4,2.5,471000
4800,2,5,3.5,690000
7200,1.5,5,1.5,548000
5410,1,3,1,505000
11799,1,3,1,325000
34092,2,4,2.25,682000
10760,2,3,2.25,605000
4495,1,2,1.75,276200
4040,1.5,3,1,530000
9600,1,3,3,245000
45902,2,4,2.5,654950
6727,1,2,1,221900
4508,1,4,2,466000
6387,1,3,2,383150
4240,1,4,1,657100
43995,2,3,2,539000
15600,1,6,3,400000
11600,1,4,2.5,215000
2850,1,2,1,489000
12764,2,4,2.5,649000
10800,1,4,1.75,700000
8424,1,2,1,268500
5001,2,3,2.5,515000
10800,1,4,2,685000
2142,2,2,1.5,305000
4600,1.5,4,2,950000
4568,2,4,2.5,292500
7730,1,4,1.75,270000
7730,1,4,1.75,450000
6480,1.5,4,1,535000
3082,2,3,2.5,550000
2003,2,3,2.25,457500
8580,1,3,1.5,136500
8580,1,3,1.5,224097
10608,2,3,2.5,254000
13500,1,4,2.25,335000
6553,2,5,2.5,594950
18123,1,3,1.75,350000
9832,1,3,1,169950
10800,1,3,2.5,432500
4000,2,2,1.75,440000
3788,2,3,2.25,233703
3292,2,3,1.5,310000
6762,2,3,2.5,735000
8150,2,4,2.75,730000
9000,1,3,1.75,257000
1240,3,2,2.25,485000
6000,1,4,2.25,899000
8055,1.5,3,1,279000
7245,1,4,2,225000
4775,2,3,1.5,1.36E+06
4242,2,3,2.5,355000
8700,1,4,1.75,382500
9669,2,3,2.5,324360
10450,1.5,3,1.75,315000
11472,2,2,1,426000
6305,2,5,2.5,395000
9650,1.5,3,1,212644
5100,2,3,3,510000
9000,1,2,1,85000
9000,1,2,1,235000
5754,2,4,2.5,295000
2200,1.5,3,2.5,720001
6083,1,3,1,313950
6083,1,3,1,415000
12247,1,3,1.75,305000
4128,1.5,3,1.5,625000
11040,1,3,1,490000
8641,2,3,2,269950
27295,2,5,4,2.70E+06
4500,2.5,4,3,829000
77550,1,4,2.5,635000
9750,1,3,1,217500
7350,1,4,1.75,270000
8400,2,3,3,1.25E+06
5100,2,4,2.5,480000
6500,1,3,1.75,575000
5589,2,4,2.75,426950
7314,1,3,1,125000
7314,1,3,1,208000
10622,1,4,2,325000
10880,1,7,4,597157
3120,2.5,4,2.5,728725
10800,1,5,2,708000
14021,2,4,3,1.30E+06
11625,1,3,1,405000
6090,1.5,4,2.75,550000
5375,2,4,2.5,451000
7415,2,5,3.75,540500
16500,2,5,3.5,1.03E+06
10455,1,4,1,218000
7007,1,4,2.25,562000
94525,2,4,2.5,401500
9994,1,2,1,196700
10183,1,3,1.75,583000
17825,1,5,2.5,309900
18843,2,4,3,485000
3348,1,3,1,465000
8372,2,4,2.25,595000
7560,1,3,1,254000
9490,2,3,2.75,488500
8990,2,4,2.5,260000
8487,1,2,1,166000
6760,1,2,1.5,440000
7560,2,3,2,375000
4800,1,2,1,529500
6439,1,2,1,338000
15903,1,3,2.25,335620
15232,1,4,2.25,464000
7740,1,2,1,354000
3600,2,4,3.5,601000
9040,1,3,2.25,285000
4200,2,2,2,462500
10459,2,4,2.5,350000
3844,1,4,1,329000
11983,1,4,2.5,312500
5338,2,4,2.5,370000
12750,1,3,1.75,399900
6550,1.5,3,1,398000
7400,1,2,1.5,550500
7200,1.5,3,2.75,709000
7620,1,5,2.75,402000
23660,1,3,1.5,450000
6720,1,3,2.25,524000
322188,1,4,2.75,800000
8906,1,4,1,185000
8906,1,4,1,365000
11422,2,4,2.5,925000
11781,1,3,1.75,714000
9759,1,3,2,495000
6648,1,3,2.25,535000
10800,1,4,2.5,880000
8056,1,3,1.5,150000
6565,1,3,2.25,554500
3880,1.5,3,1.75,520000
5637,2,4,2.75,839990
5683,2,3,2.5,500000
186872,1.5,2,1,305000
2170,2,3,2.5,247800
5812,2,4,2.5,344200
6107,2,4,2.5,459950
9899,1,4,1.75,229900
9602,1,4,2.25,750000
9355,1,4,2.5,509000
12137,1,4,1,680000
7200,1,5,2.5,661500
1399,3,2,1,370000
17400,1,4,2.75,785000
6720,1,2,1,355000
6350,1,4,2,446000
21780,2,5,3.5,830000
8347,2,3,2.5,324000
23478,2,4,2.25,500000
9112,1,3,1,745000
4407,2,4,2.5,1.20E+06
3710,1,2,2.5,385000
8040,1,3,2.25,565000
7314,1,4,2.5,465000
1977,3,3,3.25,401000
11200,1,3,1.75,385000
4930,2,3,2.5,395000
8100,1.5,5,1.5,245000
3600,1,3,2,500000
6720,1,5,1.75,334000
10960,1,3,1,550000
7950,1,3,1,216000
5871,3,3,2.5,340500
12738,2,4,2.25,375000
16740,1,3,2.75,600000
8000,1,4,1.75,375000
4000,1.5,4,1.75,536500
35123,2,3,3,599900
3600,1,2,1.5,750000
10075,1,3,1,355000
6413,1,3,2,590000
6000,1,2,1,680000
11122,2,3,2.5,429000
4080,1,2,1,581000
7770,1,3,1.5,463800
18898,2,5,5.5,2.98E+06
3000,1.5,5,1.75,443000
7210,1,3,2.5,276200
8309,2,5,3.5,630000
3300,2,3,1.75,570000
6000,2,4,2.25,979700
4080,1.5,4,2.5,730000
9600,1,5,2.25,268450
7508,1,3,1.75,490000
6240,1,3,2.5,808000
9786,1,3,1,350000
5880,1,4,1.75,695000
44947,2,4,2.5,1.23E+06
11800,1.5,1,1,309950
8508,1,3,1,134000
9638,2,4,2.5,645500
5488,1.5,3,2,750000
3600,2,3,2.5,1.40E+06
7700,1,4,1.75,344900
1500,3,2,3.25,601450
4400,2,4,2,575000
9620,1,3,1.75,405000
14021,2,4,2.75,518000
7936,1,2,1,265000
4875,1,3,1,180000
9736,2,3,2.5,285000
7200,1,3,2.75,433000
11440,1,3,1.75,399000
7210,2,3,2.5,565000
10080,1,3,1.5,406500
11500,1,4,1.75,420000
5559,1.5,4,3.5,965000
9523,2,4,3.5,1.38E+06
7969,2,5,2.25,353950
10260,2,5,3.25,847700
6700,1.5,5,1,185000
6000,1,2,1.5,269000
8400,1,3,1.75,422800
7500,1,2,1,379950
7800,1,3,2,525000
209523,2,4,3.5,810000
8400,1,4,1,209950
1613,2,3,2,439950
12905,1,4,2,554820
4500,2,4,2.5,359000
5870,1,3,1,242500
9417,1,3,1.75,330000
44374,2,3,2.25,740000
4800,2,5,1,630000
7800,1,3,1.75,750000
6540,2,4,2.5,695000
6900,1,2,0.5,109000
10075,1,3,1.5,389000
2700,1,2,1,447000
13310,1,3,2,1.20E+06
12000,1,3,1.75,315000
8244,2,3,2.5,640000
9246,2,3,2.25,570000
208216,2,3,2.75,495000
7488,1,5,2.75,449500
5000,2,4,2.75,1.08E+06
7868,1,2,1,294950
13939,1,3,1,170500
7620,1.5,4,1,312000
15484,1,3,2.5,350000
8448,2,4,2.5,690000
9427,2,4,2.5,375000
47044,2,4,2.5,575000
8500,1,4,2.25,646000
4800,2,3,2.5,239950
7525,1.5,5,2.5,400000
94089,1,4,1.75,455000
8069,1,3,2,240000
11765,2,4,4,3.40E+06
4080,1.5,3,2,695000
6720,1,2,1,304950
2310,1,3,1.75,650000
2211,2,3,1.75,402500
7307,2,3,2.5,482000
4480,1,3,2,655000
5000,2,5,2.75,577000
5996,2,3,2.5,350000
8000,1,4,2.25,415000
215186,2,4,2.5,396400
8582,2,3,2.5,654300
179419,2,4,2.5,774950
10800,2,4,2,855000
4000,2,3,2.5,1.15E+06
1546,2,2,2.5,330000
10950,1,4,2.25,290000
19454,1.5,3,3,519500
12600,1,3,1.75,450000
56609,2,3,3.5,3.12E+06
9450,1.5,3,1,265000
7883,2,4,2.5,359000
4500,2,4,3.75,2.00E+06
48037,1,4,2.5,1.05E+06
2280,1,2,1,402500
5445,1,3,1.75,450000
8086,1,5,2.25,262500
7200,2,4,2.25,285000
4861,2,3,2.5,290000
6230,1,2,2.5,752500
13515,2,4,2.75,820000
2740,2,3,2.5,292000
6089,1,2,1,213000
7035,2,4,3,400000
5650,1,1,0.75,202000
23244,1,1,0,484000
14398,1,3,2,617450
8000,1,3,1,250000
10000,1,5,1.75,405000
8750,1,2,1,325000
7440,1,3,3,301350
7800,1,2,1.75,425000
6360,1,3,1,460000
10940,2,3,2.5,938000
8867,1,3,1.75,348000
4080,1.5,2,1,435000
11430,1,3,1.5,227950
5880,1,2,1,425000
4064,1.5,3,2,550000
7053,2,3,2.5,347500
6000,1,4,1.75,397000
11875,1,4,1.75,410000
6776,2,3,3.5,780000
5164,1.5,4,3.25,1.35E+06
3070,2,3,2.25,476000
16552,1,3,1.75,390000
7000,1,3,2,226500
2550,2,3,2,495000
11500,1,5,3.25,1.50E+06
5950,1,3,1,385000
5344,2,3,2.5,535950
32430,2.5,4,2.5,910000
4000,1,2,1,465000
11787,1,3,1.75,495000
5404,1.5,4,2,250000
6906,2,4,2.25,1.23E+06
8941,2,4,2.25,400000
13521,2,4,2.5,715000
7757,1,3,2,342000
8400,1,4,1.75,420000
7360,1,3,1,148226
10369,1,3,1,313000
8220,1,3,1,150000
10270,1,2,1,150000
9435,1,2,1,230000
5400,1,2,1,389100
8720,1,4,2.25,645000
6500,1,3,1,310000
1189,2,2,1.75,351358
9360,2,5,2.75,1.70E+06
323215,2,4,3.5,1.57E+06
3600,2,3,2,850000
14023,2,4,2.5,470000
1900,3,3,2.25,770000
11440,1,3,1.75,366000
7184,2,3,2.5,545000
8800,1,3,1,205000
8155,1,2,1,405000
7210,1,4,2.5,467000
4125,1,2,1,392500
18400,1.5,4,2.75,901000
7199,1,3,1.75,500000
3690,2,3,2.5,384950
336283,2,4,3.5,1.70E+06
6120,1,2,1,245000
10487,2,4,2.25,1.17E+06
3640,2,3,1.5,184500
5000,1.5,2,2,269000
3296,2,3,2.5,570000
11914,1,4,1.75,850000
5200,1,3,1,209000
5100,1,4,1.75,327000
9957,1,3,1.5,369500
8025,1,3,1.75,440000
12329,1.5,4,2.25,947500
4500,1.5,2,1,510000
10318,1,3,2,385000
9920,1,5,3,370000
4500,1.5,4,1.5,660000
308080,2,3,4.25,729000
11880,2,3,1.75,440000
81892,1,4,2.5,445000
12092,1,2,1,460000
7304,1,3,3,516000
5607,2,4,2.5,343888
9886,1.5,4,1.75,500000
6450,1,5,1.75,465000
7813,2,5,2.25,302000
7861,1,2,1,195000
8925,2,3,2.5,640000
8122,1,6,2.5,502000
3851,2,3,2.5,360000
3000,2,4,2.5,290500
5883,2,4,3,248000
7568,2,4,2.5,433000
4200,1,2,1,480000
5000,1,3,1,410000
5000,2,4,2.75,309950
7372,1,3,2,253000
11800,1,3,1.75,280000
8925,1,3,1,440000
8936,1,5,1.75,333000
23790,2,3,2.5,759950
9000,2,3,2.25,345000
5831,2,4,2.5,350000
14200,1,2,1,198000
11294,1,3,1.75,730000
9600,1,3,1.5,266200
10160,2,4,2.5,1.06E+06
20450,1,2,1,95000
12731,1,3,1.75,430000
9731,2,4,2.25,650000
5071,2,3,2.5,379900
1222,2,2,1.5,325000
8449,1,4,2.25,455000
3797,1.5,4,3.75,392000
7811,1,3,1.75,373000
8227,1,5,3,951250
14350,1,3,2,502000
40588,1,3,2,362500
3500,1,2,1,525000
11680,1,4,2.5,580000
9425,1,3,2.25,278000
4800,1,2,1,422500
5400,1,4,2,783200
6628,2,4,2.5,715000
2212,2,3,2.5,472217
4030,2,3,2.5,244615
14288,1,3,1.75,385000
6600,1,3,1,549995
15151,2,4,3.75,959900
7200,2,6,4.5,510000
12669,1,3,1.75,367000
8410,2,5,3,375000
1334,3,2,2.25,500000
1334,3,2,2.25,489000
700,2,3,2,340000
5978,1,3,1.75,562000
7478,2,3,2.5,489950
9600,1,3,2.25,652000
7090,2,4,3.25,472000
9244,1,4,2.5,333000
7350,1,3,1.5,560000
20107,2,4,3.5,799000
9200,2,5,2.25,860000
55931,2,4,2.5,449500
11500,2,4,3,692500
11400,1,4,1.75,925000
2856,1.5,3,2.25,267500
6018,2,4,2.5,396800
8058,1,4,1.5,220000
56192,1,3,1.75,892500
10311,1,3,2,455500
11250,1,3,1.75,743000
17925,1,4,1.5,338000
13115,1,3,1.75,332000
4000,1.5,3,1,563225
20609,2,4,3.5,1.15E+06
5000,1,2,1,645000
16000,2,3,2.5,739000
13446,2,3,2.5,435000
3800,2,3,2.25,995000
7357,1,4,2.75,520000
180263,2,4,2.5,400000
7641,1,3,1.75,440000
6010,1,3,1.5,440000
3900,1,3,1,738000
9848,1,3,1.5,250000
8580,2,4,2.25,338150
7371,1,3,2.25,425000
54450,2,4,2.5,883000
266151,1.5,3,2,510000
21303,1,4,1.75,950000
9656,1,3,1,435000
10226,1,5,1.5,415000
944,2,2,2.5,439000
6400,1,5,1,295832
9514,1,3,1.75,285000
5003,1,3,1.5,350000
972,2,2,2.75,489000
6930,1,3,2.25,304500
7313,1,3,1.5,288000
9512,1,3,1.75,417000
991,2,3,3,615000
4857,2,5,3.5,730000
3447,1,2,1,178500
9600,1,4,2,300000
8518,1,4,2.5,415000
15695,1,3,1.75,452500
15877,1,4,2.75,1.01E+06
7000,2,4,2.5,653000
5649,1,4,2.25,715000
4080,1.5,3,1.75,541000
7547,1.5,4,1.5,245000
10038,1.5,2,1,547000
12408,1,5,2.75,750000
12375,1,5,2.5,575000
8670,1,3,1.75,216000
4579,1,3,1.75,443000
6202,2,4,2.25,257700
9440,1,3,1,278000
3691,2,3,2.5,300000
7904,2,3,2.5,269100
10752,1.5,3,1,402500
7719,2,2,1.5,306888
14210,2,4,2.5,795000
5573,2,4,2.5,525000
12076,2,3,2.5,1.05E+06
6000,1,2,1,452000
5401,2,3,2.25,350000
6180,2,4,2.5,410000
3600,1.5,3,1.75,595000
4851,2,3,2.5,499000
7555,2,4,2.5,340000
7947,2,5,3.25,1.07E+06
52983,2,4,3,460000
5899,2,4,2.5,345000
7566,2,3,2.25,280500
6120,1.5,3,1,704000
40173,2,3,2.5,545000
7584,1,3,1.5,335000
7920,1,4,3,1.33E+06
8000,1,3,2.75,420000
5050,1,4,2,705000
10528,1,4,1.75,274900
3345,2,4,2.5,499950
7550,1,3,1.5,415250
7520,1,3,1,222000
42247,1,3,2,375000
5707,2,3,2.5,300000
8879,1,3,1.75,456700
5200,1.5,3,2.75,925500
15598,1,5,2.5,375000
15375,2,3,2.5,420000
7301,2,3,2.5,575000
1951,1,3,2,335000
7200,1,4,2,428000
34238,1,4,2.5,655000
4896,2,3,3,738000
3748,1,5,1.75,415000
6125,1,3,1,392000
4600,1,2,1,555000
2677,2,3,2.5,260000
10500,1.5,3,1,392500
17313,2,3,2.5,912000
7609,1,2,1,135000
77536,1,3,2.75,500000
7488,1,3,1.5,238000
5974,1,4,2,251000
5319,2,2,1.75,406500
10925,2,4,2.25,433495
6071,1,3,2.25,265000
7260,1,3,1.75,360000
12485,1,4,1,425000
11205,1,2,2.75,450000
8266,1,3,1.75,449900
5875,2,4,2.5,345000
35346,1,4,2,612500
7650,1,3,1.75,317000
3880,1.5,3,1.5,585000
14292,1,3,1.75,455000
51908,2,4,4,1.04E+06
3463,2,4,2.25,497000
6315,1,3,1.75,226750
7102,1,4,2,385000
5025,1,3,0.75,205000
13093,2,4,2.5,745000
4770,2,4,2.5,371000
8504,2,4,2.5,545000
5460,1.5,3,1,443000
6350,1,2,1,287000
7577,1,3,1,194000
7650,1,3,1,265000
10004,1,4,2.75,1.14E+06
12793,2,4,3.25,699950
7000,1.5,4,1,433000
2693,1,2,1.75,200000
25160,1,3,1.5,289571
11034,1,4,2.75,440000
8360,1,3,1.5,400000
15000,2,4,2.5,589000
97661,2,5,2.25,850000
3000,1.5,3,1,520000
1248,2,2,2.25,555000
5082,2,3,2.5,470000
1158,2,2,1.5,207000
9650,1,4,2.75,379750
4600,1,4,1.75,709000
9864,1,3,2.5,240000
10497,1,4,1.5,445500
7863,1,5,2.5,1.31E+06
10125,1,3,1.5,210000
5895,2,4,2.5,603000
10012,2,3,2.5,720000
5500,1.5,2,1,92000
5000,2,3,1.75,600000
13950,1,4,2.5,725000
10300,1,5,2.25,409950
7167,2,3,2.5,515000
11640,1,4,2.5,495000
10200,2,4,2.25,998000
8767,1,3,1.75,630000
7480,1,3,1.75,410000
11580,1,3,2.25,602000
10232,1,4,2.75,750000
9316,2.5,4,3,711600
8709,2,4,4,1.05E+06
35265,2,3,2.5,700500
18618,2,4,2.5,710000
13085,1,3,2,250000
8400,1,4,1.75,350000
29699,1,7,3.5,475000
7200,1,2,1,200000
7000,1,4,2.25,450000
4641,2,5,2.5,316000
4920,1,1,1,310000
11975,1,3,1.5,392000
1254,3,3,3.25,521000
7110,1,2,2,495000
8084,1,3,1.75,209000
9900,1.5,4,2,809950
224769,1,2,1.75,400000
7292,1,4,2.5,415000
76665,2,4,2,411000
3600,1,2,2,825000
1384,3,3,2.25,436000
8331,2,4,2.5,460000
5782,1,3,1,281000
7680,1,4,1.5,976000
10364,2,4,2.5,485000
9240,2,3,2.5,429000
7428,2,3,2.5,729000
4757,2,3,2.5,625000
9328,1,3,1.75,218500
8395,1,3,1,175000
8200,1,3,1,442500
3000,2,3,2,480000
9668,1,3,2.25,715500
7350,1,3,1.75,432500
18741,2,5,4.25,875000
13332,2,5,2.75,605000
12941,3,4,4,1.69E+06
12662,1,3,2.25,318000
7228,1,2,1,311300
7904,1,5,2.75,325000
3705,2,5,3.5,795000
10358,1,4,2.25,558000
18645,2,4,2.5,370000
7245,2,4,2.5,598850
9722,2,3,2.5,515700
5013,2,3,2.5,458000
13000,2.5,3,2.25,583500
4166,2,4,2.5,653750
4725,2,3,2.5,299000
57499,1,5,3,532000
13391,2,3,2.75,819000
9000,1,4,2.25,945000
9696,1,4,2.5,608700
6122,1,4,2,812000
8970,1,5,2.5,464000
35081,2,4,2.5,950000
4297,2,4,2.5,700000
4219,1,3,1,435000
14400,1,3,1.5,229500
22672,1.5,3,3,1.58E+06
13439,1,3,2.25,265000
64468,1,2,2,995000
9380,1,3,2.5,590000
17833,2,4,2.75,740000
7710,1,2,0.75,360000
7200,1,4,2,548500
4788,1,3,1.75,599000
20820,1,3,1.75,615000
6600,1,3,1.75,292000
30649,2,4,2.5,899000
6500,1,3,1.5,500000
11550,1.5,3,2.5,580000
6268,2,4,2.5,580000
5000,1,3,1,594000
7600,1,3,2.5,500000
8056,1,4,2.5,550000
6260,1,3,1.75,275000
7420,2,3,2.25,390000
8500,2.5,3,3,1.25E+06
15340,2,3,2.25,250000
5400,2,2,2.5,405000
7000,1,3,1,213950
11340,1,3,1.5,232000
10800,1,3,1,207000
30346,1,3,1.75,310000
5000,3,3,2.5,540000
4000,1.5,4,1.5,750000
